textid,anger,disgust,fear,joy,sad,surprise
107,0.033471971463628174,0.030097932774951576,0.1686164490620862,0.4090947310893382,0.1302855921208345,0.22843332348916143
108,0.06085026991859865,0.0,0.25757524551292504,0.4086078417010081,0.14703697963662707,0.12592966323084118
109,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
110,0.030176508825441272,0.0,0.25393769688484424,0.3866193309665483,0.22938646932346618,0.09987999399969999
111,0.07081020682482335,0.017626575089441005,0.2940801579577428,0.380709228938223,0.0799274008366032,0.15684643035316662
112,0.07065374996471374,0.0175876287465811,0.293430380754741,0.3814670753207321,0.0797507993163936,0.1571103658968386
113,0.030175754393859847,0.0,0.21303032575814398,0.4509862746568664,0.22938073451836297,0.07642691067276683
114,0.07705192629815745,0.05237630940773518,0.1924798119952999,0.4017600440011,0.09712742818570465,0.1792044801120028
115,0.11654516712785144,0.05987408591648832,0.4613365938466467,0.1020902331281066,0.1602820280686843,0.0998718919122227
116,0.04786356890209505,0.0,0.24174208640709122,0.2697547228509179,0.28514483514742645,0.15549478669246955
117,0.1736753401379882,0.0,0.29176098856025895,0.29854400591954405,0.15409422895343666,0.08192543642877217
118,0.07705192629815745,0.05237630940773518,0.1924798119952999,0.4017600440011,0.09712742818570465,0.1792044801120028
119,0.029894401666286957,0.0,0.2681549717584457,0.30206020615523477,0.25579748338458097,0.14409293703545165
120,0.03669333209843739,0.004268532654924763,0.321978101410973,0.1906896370510101,0.22320947658673546,0.22316092019791925
121,0.060811540307574914,0.0,0.2565172730428753,0.4094515075271321,0.14703000484303452,0.12618967427938318
122,0.1723776956346195,0.0,0.1989031164378305,0.37355500222031307,0.08223435441892346,0.17292983128831363
123,0.10844676392054498,0.07898738805950842,0.27782455405615325,0.31550847019286027,0.164980400407789,0.05425242336314421
124,0.17953395199239697,0.0015837408698560263,0.32105802617442003,0.2306353500611709,0.20650545396299266,0.06068347693916339
125,0.07091570720821105,0.017652836987451674,0.2945183090492656,0.38019820574724467,0.08004648496034122,0.15666845604748578
126,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
127,0.020424571436717942,0.0,0.19754871292875806,0.4722442201723472,0.2617367722145081,0.04804572324766865
128,0.13692725823727414,0.04158520114360894,0.23822100566660326,0.21367438428027566,0.23639254067055832,0.1331996100016797
129,0.1689734285327976,0.0756664233428449,0.4000673042374563,0.08577994035350911,0.19153113957565657,0.07798176395773555
130,0.10991596671008369,0.017605266005535188,0.3479896041720738,0.20658363141839928,0.18534598490617407,0.1325595467877341
131,0.06885749457505169,0.01714049221181544,0.28597039592471396,0.4272596482542322,0.07772326640874934,0.12304870262543735
132,0.236929943387014,0.0,0.32761813391713385,0.23517067881828238,0.11351686628333124,0.08676437759423863
133,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
134,0.02981649465738435,0.021913327398800544,0.4161784860372471,0.25277632229438235,0.13684807625321244,0.14246729335897312
135,0.020189164140821173,0.0,0.19527182753791733,0.5336206352545654,0.03814636038667719,0.21277201268001894
136,0.07705192629815745,0.05237630940773519,0.19247981199529984,0.40176004400110005,0.09712742818570463,0.1792044801120028
137,0.07104896213308208,0.01768600774128223,0.29507172685599037,0.37955274499407454,0.08019689717167633,0.15644366110389463
138,0.05998076604948501,0.0,0.2634804976104711,0.4343715223826542,0.14508859708565902,0.09707861687173071
139,0.0541505847244387,0.013594713542060486,0.30397880933133387,0.4637484673899017,0.06985044980379586,0.0946769752084695
140,0.0910473645646756,0.0841355914244044,0.24145466315756284,0.3432076694933456,0.06738978811764434,0.17276492324236714
141,0.07706104113892157,0.06933627749042479,0.2414872296780527,0.3512368630270258,0.16525608774931788,0.09562250091625735
142,0.048196224687953385,0.0,0.24197856174719498,0.2694061974494623,0.2847357979820737,0.15568321813331554
143,0.0542774976057062,0.006971107988271125,0.35611462441566977,0.26810762491628104,0.18767329210761335,0.1268558529664585
144,0.020503802282259325,0.0,0.19831504242602327,0.635231923022892,0.048145096388099766,0.09780413588072577
145,0.06360290218490885,0.0,0.3001967819898158,0.237238011185484,0.27993533373339013,0.11902697090640123
146,0.07705192629815745,0.05237630940773519,0.1924798119952999,0.40176004400110005,0.09712742818570465,0.1792044801120028
147,0.07138716773129059,0.07772103696070044,0.346907109795567,0.19150041431756953,0.21527417809961008,0.09721009309526238
148,0.05878559397680119,0.003232865016112724,0.39048568897931896,0.14604595455418792,0.3082721445971508,0.09317775287642845
149,0.17237769563461947,0.0,0.20745447785371848,0.36019834405712836,0.10618333336915968,0.15378614908537397
150,0.020424074268313913,0.0,0.22436843680673837,0.2392032745712014,0.4316068753278263,0.08439733902591995
151,0.07104896213308208,0.01768600774128223,0.29507172685599037,0.37955274499407454,0.08019689717167633,0.15644366110389463
152,0.030175754393859847,0.0,0.21303032575814396,0.45098627465686636,0.22938073451836294,0.07642691067276682
153,0.03276408034761413,0.012966002050382985,0.31672343467656183,0.3391457927150377,0.1533062794783457,0.14509441073205753
154,0.1716716306778285,0.0,0.19989405799034143,0.33774134978142006,0.08219691123737045,0.2084960503130395
155,0.236929943387014,0.0,0.32761813391713385,0.23517067881828238,0.11351686628333124,0.08676437759423863
156,0.03017575439385985,0.0,0.21303032575814393,0.4509862746568664,0.22938073451836297,0.07642691067276682
157,0.11856373597718133,0.007782991728902009,0.3511781571352227,0.14951459599970698,0.20010183408699025,0.17285868507199673
158,0.020424571436717942,0.0,0.19754871292875806,0.6342268903210665,0.03859115005128616,0.10920867526217133
159,0.17550032116610095,0.0,0.20110611630427028,0.29786575144596794,0.20662778231300077,0.11890002877066001
160,0.2379400163233197,0.0,0.3247780049721306,0.23668057294861916,0.11327996456383968,0.08732144119209086
161,0.04317954226470519,0.0,0.31304436231635313,0.42022393445560674,0.160578908873844,0.06297325208949109
162,0.16275813790689533,0.17170858542927148,0.2587379368968449,0.20418520926046302,0.1567828391419571,0.04582729136456822
163,0.08375209380234508,0.05357633940848522,0.21303032575814396,0.24520613015325385,0.229380734518363,0.17505437635940901
164,0.2379400163233197,0.0,0.3247780049721306,0.23668057294861916,0.11327996456383968,0.08732144119209086
165,0.2381466247236724,0.0,0.32419706227281575,0.23698941877524995,0.11323150679059808,0.08743538743766387
166,0.09565767214190944,0.01714049221181544,0.3060574685844738,0.2815042965748304,0.14469758929512683,0.1549424811918441
167,0.07129688581338516,0.0,0.4045518218294475,0.11207025238325917,0.23923575577150907,0.17284528420239903
168,0.07705192629815746,0.0523763094077352,0.19247981199529993,0.4017600440011,0.09712742818570466,0.17920448011200285
169,0.060811540307574914,0.0,0.2565172730428753,0.4094515075271321,0.14703000484303452,0.12618967427938318
170,0.04786356890209505,0.0,0.24174208640709122,0.2697547228509179,0.28514483514742645,0.15549478669246955
171,0.08667716692917322,0.021800545013625338,0.37763444086102155,0.20418010450261256,0.18210455261381536,0.127603190079752
172,0.02018916414082117,0.0,0.2307804076850902,0.5059529512219699,0.03814636038667718,0.2049311165654414
173,0.028758957632555218,0.00742795508526692,0.26576472067414564,0.40417939383317564,0.08489679947289447,0.20897217330196197
174,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
175,0.04786356890209505,0.0,0.24174208640709122,0.2697547228509179,0.28514483514742645,0.15549478669246955
176,0.08453621674118668,0.0,0.26288261645202293,0.26144276554870777,0.20670785640964012,0.18443054484844235
177,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
178,0.060811540307574914,0.0,0.2565172730428753,0.482569607241318,0.14703000484303452,0.05307157456519726
179,0.058870339470039605,0.0,0.2483288347504962,0.3971716394610331,0.14233657384127832,0.15329261247715278
180,0.07705192629815745,0.05237630940773519,0.19247981199529984,0.40176004400110005,0.09712742818570463,0.1792044801120028
181,0.23768395261720215,0.0,0.3254980063872454,0.23629779951418456,0.11334002154596265,0.08718021993540524
182,0.03017575439385985,0.0,0.21303032575814398,0.22393059826495665,0.4354358858971475,0.09742743568589216
183,0.23768395261720215,0.0,0.3254980063872454,0.23629779951418456,0.11334002154596265,0.08718021993540524
184,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
185,0.030670993309953522,0.0,0.2165265401773935,0.35476964294490226,0.23314528883083976,0.16488753473691098
186,0.07705192629815745,0.05237630940773519,0.1924798119952999,0.40176004400110005,0.09712742818570465,0.1792044801120028
187,0.05592111842236845,0.01392027840556811,0.23224464489289784,0.4242284845696914,0.0631212624252485,0.2105642112842257
188,0.06007731259594909,0.0,0.26827940385729204,0.4337168026652515,0.1454213650307921,0.09250511585071522
189,0.020424571436717942,0.0,0.19754871292875806,0.5413997152036473,0.03859115005128616,0.20203585037959051
190,0.236341421720645,0.0,0.32927294255454703,0.23429093501198206,0.11365489769641988,0.0864398030164061
191,0.043672964247281995,0.030056736991463794,0.18997723649241527,0.24953827376861273,0.3200894271978365,0.16666536130238963
192,0.060034269279991816,0.0,0.3834600126850927,0.15612244114228171,0.19986779161614784,0.20051548527648583
193,0.0699017475436886,0.017400435010875268,0.290307257681442,0.40086002150053757,0.07890197254931373,0.14262856571414284
194,0.2379400163233197,0.0,0.3247780049721306,0.23668057294861916,0.11327996456383968,0.08732144119209086
195,0.060736284119013606,0.0,0.25446150812311075,0.41109084943672675,0.1470164519988953,0.12669490632225358
196,0.07072460309120171,0.017605266005535188,0.29372463916131414,0.3811238766552294,0.07983077516303028,0.15699083992368945
197,0.04834416721973023,0.003232947965988741,0.3098989153543704,0.2603009721369348,0.28777905890649874,0.09044393841647705
198,0.1015145425306599,0.014167009261768913,0.3923816733475947,0.10979764860241603,0.28694558010434273,0.09519354615321776
199,0.07065374996471374,0.0175876287465811,0.293430380754741,0.3814670753207321,0.0797507993163936,0.1571103658968386
200,0.18609411058861078,0.08262132932539916,0.4519733311754959,0.043056505287709684,0.1895970080304992,0.046657715592285334
201,0.10733681002800304,0.07818662516274352,0.27459992550632273,0.22625008443467584,0.16306949435500223,0.15055706051325266
202,0.07322109330226982,0.05023895161332551,0.2907179600147986,0.11328649248680965,0.1991290464135502,0.27340645616924625
203,0.06127538084907113,0.0,0.3385125709131391,0.24683409664072267,0.21360581639381876,0.13977213520324835
204,0.236341421720645,0.0,0.32927294255454703,0.23429093501198206,0.11365489769641988,0.0864398030164061
205,0.02066705678144068,0.0,0.19989405799034143,0.6312128486944372,0.03904931331568691,0.10917672321809369
206,0.1707074373107894,0.0,0.2012472752302921,0.3788121602079366,0.08214577930262851,0.16708734794835342
207,0.05757401561439244,0.028091226564887502,0.40070087965455875,0.3513190876825627,0.1323752076737699,0.029939582809828634
208,0.058621487959480474,0.0,0.24814095604991024,0.4204331805131508,0.14165140997562584,0.1311529655018325
209,0.11856373597718133,0.007782991728902009,0.3511781571352227,0.14951459599970698,0.20010183408699025,0.17285868507199673
210,0.06085026991859865,0.0,0.25757524551292504,0.4086078417010081,0.14703697963662707,0.12592966323084118
211,0.03858184210071725,0.025538344542250537,0.22515502584912278,0.27831956909435807,0.27758125209327367,0.15482396632027776
212,0.03858184210071725,0.025538344542250537,0.22515502584912278,0.27831956909435807,0.27758125209327367,0.15482396632027776
213,0.020913559780012202,0.0,0.326561304195394,0.44996998518607945,0.10840282065948373,0.09415233017903053
214,0.236929943387014,0.0,0.32761813391713385,0.23517067881828238,0.11351686628333124,0.08676437759423863
215,0.045801145028625714,0.0039000975024375607,0.2247556188904723,0.40983524588114706,0.24110602765069128,0.07460186504662618
216,0.059061485884532604,0.0,0.24845172731376036,0.2374344024960589,0.2396338756501585,0.21541850865548953
217,0.06077959315855526,0.0,0.26581714169953063,0.31777807289220406,0.19433117543358633,0.16129401681612376
218,0.0,0.1786,0.0,0.3214,0.0357,0.4643
219,0.07081020682482335,0.017626575089441005,0.2940801579577428,0.380709228938223,0.0799274008366032,0.15684643035316662
220,0.01956281066292684,0.0,0.19946024342696628,0.5303322138017078,0.060845302536092626,0.18979942957230642
221,0.019900497512437814,0.0,0.1924798119952999,0.5246631165779145,0.03760094002350059,0.22535563389084728
222,0.019841695133058064,0.0,0.19191106888117337,0.6437186290029995,0.037489836030300656,0.10703877095246833
223,0.026622489637101614,0.0,0.38250077390090476,0.1882393815029599,0.09777103842731097,0.3048663165317228
224,0.08321000592201921,0.07290043333317912,0.28772480224169944,0.12098117556124839,0.2924842873591292,0.14269929558272465
225,0.038936721734520355,0.015391492335053422,0.4198021927024582,0.22716841417504768,0.2477058551889471,0.05099532386397328
226,0.07081020682482335,0.017626575089441005,0.2940801579577428,0.380709228938223,0.0799274008366032,0.15684643035316662
227,0.06075652512556449,0.0,0.25501442944431385,0.4106499298131636,0.14702009719023765,0.1265590184267202
228,0.020117001950032503,0.0,0.4753745895764929,0.1456190936515609,0.15291921532025532,0.20597009950165837
229,0.020486328540048553,0.0,0.1981460344595902,0.6654223576987665,0.038707836839488724,0.07723744246210608
230,0.03637759774216396,0.0,0.047662662478458226,0.31493889348840537,0.3946421863851588,0.2063786599058136
231,0.07142083258919024,0.007979850141904379,0.3164795471261866,0.3202241778516633,0.18381005520653987,0.1000855370845155
232,0.09956788432081176,0.03244460844323556,0.2714233497820489,0.28285165412292756,0.10553160322318299,0.20818090010779317
233,0.020486328540048556,0.0,0.3697319042793185,0.4084233157135705,0.038707836839488724,0.16265061462757383
234,0.23548174585572768,0.0,0.3316901841412805,0.23300585994881062,0.11385652540396858,0.08596568465021256
235,0.060736284119013606,0.0,0.27308002187421476,0.33560303737547775,0.17626705195580902,0.15431360467548488
236,0.19789130199336488,0.0,0.313044362316353,0.23630361900612704,0.19542722788308517,0.05733348880106969
237,0.06052238614137355,0.034744332784862594,0.29756839852841993,0.3073305335111165,0.1408622876101834,0.15897206142404394
238,0.23735824051264653,0.0,0.3264138455733438,0.23581091309522267,0.11341641380918936,0.08700058700959754
239,0.07705192629815745,0.05237630940773519,0.19247981199529984,0.40176004400110005,0.09712742818570463,0.1792044801120028
240,0.050302515125756286,0.025851292564628228,0.25326266313315665,0.2529126456322816,0.28111405570278514,0.13655682784139206
241,0.06085026991859865,0.0,0.25757524551292504,0.4086078417010081,0.14703697963662707,0.12592966323084118
242,0.16989807250224145,0.0,0.19468649003878175,0.47178327348482135,0.08082668523851241,0.08280547873564303
243,0.030175754393859854,0.05000125003125079,0.21303032575814396,0.27843196079902,0.229380734518363,0.1989799744993625
244,0.1167658309977536,0.03109779172855244,0.3436626594356018,0.1459502882156348,0.2165841597731197,0.14593926984933756
245,0.15055376384409608,0.11255281382034549,0.29675741893547336,0.20418010450261254,0.14665366634165852,0.08930223255581389
246,0.03017575439385985,0.0,0.21303032575814396,0.4509862746568664,0.22938073451836294,0.07642691067276683
247,0.1752984288557409,0.0,0.20691812352846448,0.4305685945445412,0.09753763837416281,0.08967721469709079
248,0.23768395261720215,0.0,0.3254980063872454,0.23629779951418456,0.11334002154596265,0.08718021993540524
249,0.07072460309120171,0.017605266005535188,0.29372463916131414,0.3811238766552294,0.07983077516303028,0.15699083992368945
250,0.01990099504975249,0.050002500125006254,0.2087104355217761,0.4514975748787439,0.0376018800940047,0.23228661433071657
251,0.18461150363295104,0.0,0.1892136674546152,0.3153643045561271,0.08412342128353634,0.22668710307277026
252,0.07677883894194709,0.0,0.3443922196109805,0.21843592179608978,0.3014150707535377,0.058977948897444864
253,0.07705192629815745,0.05237630940773519,0.1924798119952999,0.40176004400110005,0.09712742818570465,0.1792044801120028
254,0.08078170524176992,0.05751473120350349,0.2626646942459019,0.4338485515639292,0.11962904097565034,0.04556127676924523
255,0.05415058472443869,0.013594713542060485,0.3039788093313338,0.43097912056836774,0.06985044980379584,0.12744632203000336
256,0.19823751367128473,0.0,0.3117069346381093,0.2369952723835725,0.19555897715914852,0.05750130214788502
257,0.026070952372830566,0.0,0.07475705836341864,0.08341665875743808,0.6084666806575716,0.20728864984874104
258,0.2381466247236724,0.0,0.32419706227281575,0.23698941877524995,0.11323150679059808,0.08743538743766387
259,0.08153503513154864,0.0580510848987927,0.2871895472164476,0.3071544736986194,0.15381537682642044,0.11225448222817119
260,0.047605534012442524,0.0,0.24153725131485215,0.27003507866981735,0.28546616860137974,0.1553559674015083
261,0.019660588840804374,0.060953931544367075,0.19571671604840934,0.2655414455119193,0.1895195217212211,0.2686077963332788
262,0.04117602940073502,0.0,0.24600615015375385,0.3090827270681767,0.2678316957923948,0.13590339758493963
263,0.06204401241052598,0.06351985680053886,0.1901692413828629,0.32424613292011845,0.1548928647655613,0.20512789172039247
264,0.039144732712953705,0.05148516194651566,0.23880858160881724,0.26633529875027323,0.30341768521164936,0.10080853976979075
265,0.19584614482134635,0.018642828428648672,0.17230628580091972,0.008798863797997025,0.2276041221819894,0.37680175496909896
266,0.1753027370665353,0.02233998124060004,0.202278262244113,0.2613458311469096,0.08362977215505596,0.255103416146786
